category,subcategory,subcategory_url,name,websites,phones,address,zipcode,emails,description
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Mid City Apartments information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=MidCityApartments_1147_12_0,http://www.use.salvationarmy.org/use/www_use_philadelphiadhq.nsf/vw-sublinks/A5E8FAB12390E5908525748000553F27?openDocument","(215) 988-5495 ","2025 Chesnut St.  Philadelphia , PA  19103 ","19103","","Mid City Apartments information provided by: the Pennsylvania Prison Society The Salvation Army Mid-City Apartments at 2025 Chestnut Street (the former YWCA) in Center City Philadelphia offers two distinct programs for its residents. As many as 48 formerly homeless single women are provided housing and services in single room occupancy units. The Shelter Plus Care program, on the other hand, focuses on family reunification and can accommodate 12 formerly homeless women who are reuniting with their children. Each apartment can accommodate the mother and as many as two children. The maximum number of persons (adults plus children) that can be served is 36. "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","One Day At A Time information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=OneDayAtATime_1147_12_0,http://www.odaat.us/","(215) 221-1033 ","2532 N. Broad St  Philadelphia , PA  19132 ","19132","","One Day At A Time information provided by: the Pennsylvania Prison Society ODAAT is dedicated to serving low-income and homeless men and women and their families in the Philadelphia area who are afflicted by addiction and HIV/AIDS. -GED /ABE LITERACY -COMPUTER LITERACY TRAINING -LIFE SKILLS CLASSES -PARENTING CLASSES -HOUSING WORKSHOPS -MONEY MANAGEMENT/FINANCIAL PLANNING -JOB READINESS TRAINING -SAFETY COUNTS WORKSHOP -ADDICTION RECOVERY COUNSELING -HOMELESS SHELTERS AND TRANSITIONAL HOUSING FACILITIES -CASE MANAGEMENT SERVICES -MEDICAL CASE MANAGEMENT -HIV PREVENTION/EDUCATION -COUNSELING, TESTING AND REFERRAL (CTR) SERVICES -HIV SUPPORT GROUPS -FOOD BANK This information was updated by the PPS "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","One Day At A Time information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=OneDayAtATime_1147_12_0,http://www.odaat.us/","(215) 221-1033 ","2310 N Broad St   Philadelphia , PA   19132 ","19132","","One Day At A Time information provided by: the Pennsylvania Prison Society ODAAT is dedicated to serving low-income and homeless men and women and their families in the Philadelphia area who are afflicted by addiction and HIV/AIDS. -GED /ABE LITERACY -COMPUTER LITERACY TRAINING -LIFE SKILLS CLASSES -PARENTING CLASSES -HOUSING WORKSHOPS -MONEY MANAGEMENT/FINANCIAL PLANNING -JOB READINESS TRAINING -SAFETY COUNTS WORKSHOP -ADDICTION RECOVERY COUNSELING -HOMELESS SHELTERS AND TRANSITIONAL HOUSING FACILITIES -CASE MANAGEMENT SERVICES -MEDICAL CASE MANAGEMENT -HIV PREVENTION/EDUCATION -COUNSELING, TESTING AND REFERRAL (CTR) SERVICES -HIV SUPPORT GROUPS -FOOD BANK This information was updated by the PPS "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","One Day At A Time information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=OneDayAtATime_1147_12_0,http://www.odaat.us/","(215) 221-1033 ","6235 Chestnut St   Philadelphia , PA  19132 ","19132","","One Day At A Time information provided by: the Pennsylvania Prison Society ODAAT is dedicated to serving low-income and homeless men and women and their families in the Philadelphia area who are afflicted by addiction and HIV/AIDS. -GED /ABE LITERACY -COMPUTER LITERACY TRAINING -LIFE SKILLS CLASSES -PARENTING CLASSES -HOUSING WORKSHOPS -MONEY MANAGEMENT/FINANCIAL PLANNING -JOB READINESS TRAINING -SAFETY COUNTS WORKSHOP -ADDICTION RECOVERY COUNSELING -HOMELESS SHELTERS AND TRANSITIONAL HOUSING FACILITIES -CASE MANAGEMENT SERVICES -MEDICAL CASE MANAGEMENT -HIV PREVENTION/EDUCATION -COUNSELING, TESTING AND REFERRAL (CTR) SERVICES -HIV SUPPORT GROUPS -FOOD BANK This information was updated by the PPS "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Pioneers International, Inc (ServSafe Certification Training Program) information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=PioneersInternationalIncServSafeCertificationTrainingProgram_1147_12_0","(215) 732-2991 ","1315 Walnut St.  Philadelphia , PA  19107 ","19107","","Pioneers International, Inc (ServSafe Certification Training Program) information provided by: the Pennsylvania Prison Society Provides transitional housing/low-income housing complex. Provides subsidized housing for homeless families and permanent townhouses for low-income families. Also provides daycare, health services, and intensive case management. "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Project HOME: Connelly House : In Community Program information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=ProjectHOMEConnellyHouseInCommunityProgram_1147_12_0,http://www.projecthome.org/services/housing/permanent.php","(215) 567-6118  ","1212 Ludlow St  Philadelphia , PA  19107 ","19107","carolynplacke@projecthome.org ","Project HOME: Connelly House : In Community Program information provided by: the Pennsylvania Prison Society Project HOME's "In Community" Program at Connelly House is a clean and sober, supported independent living program consisting of 55 subsidized, semi-furnished, efficiency apartments for formerly homeless men and women with a primary diagnosis of a serious mental illness with or without a substance use disorder "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Project HOME: Hope Haven II information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=ProjectHOMEHopeHavenII_1147_12_0,http://www.projecthome.org/services/housing/permanent.php","(215) 232-0604  ","2827-28 Diamond Street  Philadelphia , PA  19121 ","19121","carolynplacke@projecthome.org ","Project HOME: Hope Haven II information provided by: the Pennsylvania Prison Society Hope Haven II is a permanent supportive housing residence for formerly homeless men who have completed a drug or alcohol treatment program and who are seeking a supportive group living environment as a continuation of their recovery program. "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Project HOME: St. Elizabeth's Recovery Residence information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=ProjectHOMEStElizabethsRecoveryResidence_1147_12_0,http://www.projecthome.org/services/housing/transitional.php","(215) 763-1820  ","1850 N. Croskey Street  Philadelphia , PA  19121 ","19121","","Project HOME: St. Elizabeth's Recovery Residence information provided by: the Pennsylvania Prison Society St. Elizabeth's Recovery Residence is a transitional housing program for homeless men with a primary diagnosis of a substance use disorder with or without a co-occurring mental illness who wish to establish recovery from their substance use issues. St. Elizabeth's consists of 24 single room occupancy units with shared living and dining areas, twelve of which are designated specifically for veterans.  "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Salvation Army: Brown St. information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=SalvationArmyBrownSt_1147_12_0","(215) 717-1169  ","1340 Brown St.   Philadelphia  , PA  ","","linette_gallimore@use.salvationarmy.org  ","Salvation Army: Brown St. information provided by: the Pennsylvania Prison Society Housing information, child/family services, employment, education, drug/alcohol treatment, residential/transitional services, re-entry, emergency services (with documentation)  "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Salvation Army: Eastern Pennsylvania information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=SalvationArmyEasternPennsylvania_1147_12_0,http://www.use.salvationarmy.org/use/www_use_easternpa.nsf","(215) 787-2978","701 N Broad Street  Philadelphia , PA  19123 ","19123","","Salvation Army: Eastern Pennsylvania information provided by: the Pennsylvania Prison Society OESS intake office for single women, families, and head of household (male or female) with children. This location is used for intake after 4pm on weekdays and all day on weekends. "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Salvation Army: Eliza Shirley House information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=SalvationArmyElizaShirleyHouse_1147_12_0,http://use.salvationarmy.org/use/www_use_philadelphiadhq.nsf/vw-sublinks/F9769F780B997245852573CA0079C00E","(215) 787-2800 ","1320 Arch St.  Philadelphia , PA  19107 ","19107","","Salvation Army: Eliza Shirley House information provided by: the Pennsylvania Prison Society The Salvation Army Eliza Shirley House provides emergency shelter services for homeless single women and families 365 days of the year. The shelter provides decent safe and sanitary housing, and healthy nutritious meals, in an orderly environment.  "
